"","title","author","subject","abstract","meta"
"72","Towards a process-based approach to consciousness and collapse in quantum mechanics","Raoni Arroyo, Lauro de Matos Nunes Filho, Frederik Moreira dos Santos","History and Philosophy of Physics (physics.hist-ph)","According to a particular interpretation of quantum mechanics, the causal role of human consciousness in the measuring process is called upon to solve a foundational problem called the ""measurement problem"". Traditionally, this interpretation is tied up with the metaphysics of substance dualism. As such, this interpretation of quantum mechanics inherits the dualist's mind-body problem. Our working hypothesis is that a process-based approach to the consciousness causes collapse interpretation (CCCI) -- leaning on Whitehead's solution to the mind-body problem -- offers a better metaphysical understanding of consciousness and its role in interpreting quantum mechanics. This article is the kickoff for such a research program in the metaphysics of science.","Tue, 6 Feb 2024 17:07:41 UTC (82 KB)"
"73","Does $E=mc^2$ Require Relativity?","Tony Rothman","History and Philosophy of Physics (physics.hist-ph)","It is universally believed that with his 1905 paper ``Does the inertia of a body depend on its energy content?"" Einstein first demonstrated the equivalence of mass and energy by making use of his new special theory of relativity. In the final step of that paper, however, Einstein equates the kinetic energy of a body to its Newtonian value, indicating that his result is at best a low-velocity approximation. Today, several characters debate whether a mid-nineteenth century physicist, employing only Galilean and pre-Maxwellian physics could plausibly arrive at the celebrated result. In other words, is Einsteinian relativity necessary to derive ${\mathcal E}=mc^2$?","Tue, 6 Feb 2024 14:49:58 UTC (134 KB)"
"74","A call for embodied AI","Giuseppe Paolo, Jonas Gonzalez-Billandon, Balázs Kégl","Artificial Intelligence (cs.AI)","We propose Embodied AI as the next fundamental step in the pursuit of Artificial General Intelligence, juxtaposing it against current AI advancements, particularly Large Language Models. We traverse the evolution of the embodiment concept across diverse fields - philosophy, psychology, neuroscience, and robotics - to highlight how EAI distinguishes itself from the classical paradigm of static learning. By broadening the scope of Embodied AI, we introduce a theoretical framework based on cognitive architectures, emphasizing perception, action, memory, and learning as essential components of an embodied agent. This framework is aligned with Friston's active inference principle, offering a comprehensive approach to EAI development. Despite the progress made in the field of AI, substantial challenges, such as the formulation of a novel AI learning theory and the innovation of advanced hardware, persist. Our discussion lays down a foundational guideline for future Embodied AI research. Highlighting the importance of creating Embodied AI agents capable of seamless communication, collaboration, and coexistence with humans and other intelligent entities within real-world environments, we aim to steer the AI community towards addressing the multifaceted challenges and seizing the opportunities that lie ahead in the quest for AGI.","Tue, 6 Feb 2024 09:11:20 UTC (75 KB)"
"75","Large Language Models As MOOCs Graders","Shahriar Golchin, Nikhil Garuda, Christopher Impey, Matthew Wenger","Computation and Language (cs.CL)","Massive open online courses (MOOCs) unlock the doors to free education for anyone around the globe with access to a computer and the internet. Despite this democratization of learning, the massive enrollment in these courses means it is almost impossible for one instructor to assess every student's writing assignment. As a result, peer grading, often guided by a straightforward rubric, is the method of choice. While convenient, peer grading often falls short in terms of reliability and validity. In this study, using 18 distinct settings, we explore the feasibility of leveraging large language models (LLMs) to replace peer grading in MOOCs. Specifically, we focus on two state-of-the-art LLMs: GPT-4 and GPT-3.5, across three distinct courses: Introductory Astronomy, Astrobiology, and the History and Philosophy of Astronomy. To instruct LLMs, we use three different prompts based on a variant of the zero-shot chain-of-thought (Zero-shot-CoT) prompting technique: Zero-shot-CoT combined with instructor-provided correct answers; Zero-shot-CoT in conjunction with both instructor-formulated answers and rubrics; and Zero-shot-CoT with instructor-offered correct answers and LLM-generated rubrics. Our results show that Zero-shot-CoT, when integrated with instructor-provided answers and rubrics, produces grades that are more aligned with those assigned by instructors compared to peer grading. However, the History and Philosophy of Astronomy course proves to be more challenging in terms of grading as opposed to other courses. Finally, our study reveals a promising direction for automating grading systems for MOOCs, especially in subjects with well-defined rubrics.","Tue, 6 Feb 2024 07:43:07 UTC (39 KB)[v2] Sat, 10 Feb 2024 22:43:41 UTC (41 KB)[v3] Thu, 22 Feb 2024 00:43:19 UTC (49 KB)[v4] Fri, 1 Mar 2024 04:48:41 UTC (49 KB)"
"76","Quantum panprotopsychism and the combination problem","Rodolfo Gambini, Jorge Pullin","History and Philosophy of Physics (physics.hist-ph)","We will argue that a phenomenological analysis of consciousness, similar to that of Husserl, shows that the effects of phenomenal qualities shape our perception of the world. It also shows the way the physical and mathematical sciences operate, allowing us to accurately describe the observed regularities in terms of communicable mathematical laws. The latter say nothing about the intrinsic features of things. They only refer to the observed regularities in their behaviors, providing rigorous descriptions of how the universe works, to which any viable ontology must conform. Classical mechanistic determinism limits everything that can occur to what happens in an instant and leaves no room for novelty or any intrinsic aspect that is not epiphenomenal. The situation changes with quantum probabilistic determinism if one takes seriously the ontology that arises from its axioms of objects, systems in certain states, and the events they produce in other objects. As Bertrand Russell pointed out almost a century ago, an ontology of events, with an internal phenomenal aspect, now known as panprotopsychism, is better suited to explaining the phenomenal aspects of consciousness. The central observation of this paper is that many objections to panpsychism and panprotopsychism, which are usually called the combination problem, arise from implicit hypotheses based on classical physics about supervenience. These are inappropriate at the quantum level, where an exponential number of emergent properties and states arise. The analysis imposes conditions on the possible implementations of quantum cognition mechanisms in the brain.","Sun, 4 Feb 2024 19:17:28 UTC (34 KB)"
"77","What do we teach to engineering students: embedded ethics, morality, and politics","Avigail Ferdman, Emanuele Ratti","Computers and Society (cs.CY)","In the past few years, calls for integrating ethics modules in engineering curricula have multiplied. Despite this positive trend, a number of issues with these embedded programs remains. First, learning goals are underspecified. A second limitation is the conflation of different dimensions under the same banner, in particular confusion between ethics curricula geared towards addressing the ethics of individual conduct and curricula geared towards addressing ethics at the societal level. In this article, we propose a tripartite framework to overcome these difficulties. Our framework analytically decomposes an ethics module into three dimensions. First, there is the ethical dimension, which pertains to the learning goals. Second, there is the moral dimension, which addresses the moral relevance of engineers conduct. Finally, there is the political dimension, which scales up issues of moral relevance at the civic level. All in all, our framework has two advantages. First, it provides analytic clarity, i.e. it enables course instructors to locate ethical dilemmas in either the moral or political realm and to make use of the tools and resources from moral and political philosophy. Second, it depicts a comprehensive ethical training, which enables students to both reason about moral issues in the abstract, and to socially contextualize potential solutions.","Mon, 5 Feb 2024 09:37:52 UTC (429 KB)"
"78","Large Language Model Adaptation for Networking","Duo Wu, Xianda Wang, Yaqi Qiao, Zhi Wang, Junchen Jiang, Shuguang Cui, Fangxin Wang","Networking and Internet Architecture (cs.NI)","Many networking tasks now employ deep learning (DL) to solve complex prediction and system optimization problems. However, current design philosophy of DL-based algorithms entails intensive engineering overhead due to the manual design of deep neural networks (DNNs) for different networking tasks. Besides, DNNs tend to achieve poor generalization performance on unseen data distributions/environments. Motivated by the recent success of large language models (LLMs), for the first time, this work studies the LLM adaptation for networking to explore a more sustainable design philosophy. With the massive pre-trained knowledge and powerful inference ability, LLM can serve as the foundation model, and is expected to achieve ""one model for all"" with even better performance and stronger generalization for various tasks. In this paper, we present NetLLM, the first LLM adaptation framework that efficiently adapts LLMs to solve networking problems. NetLLM addresses many practical challenges in LLM adaptation, from how to process task-specific information with LLMs, to how to improve the efficiency of answer generation and acquiring domain knowledge for networking. Across three networking-related use cases - viewport prediction (VP), adaptive bitrate streaming (ABR) and cluster job scheduling (CJS), we showcase the effectiveness of NetLLM in LLM adaptation for networking. Results show that the adapted LLM surpasses state-of-the-art algorithms by 10.1-36.6% for VP, 14.5-36.6% for ABR, 6.8-41.3% for CJS, and also achieves superior generalization performance.","Sun, 4 Feb 2024 04:21:34 UTC (1,148 KB)"
"79","Solitons, dispersive shock waves and Noel Fredrick Smyth","Saleh Baqer, Tim Marchant, Gaetano Assanto, Theodoros Horikis, Dimitri Frantzeskakis","History and Philosophy of Physics (physics.hist-ph)","Noel Frederick Smyth (NFS), a Fellow of the Australian Mathematical Society and a Professor of Nonlinear Waves in the School of Mathematics at the University of Edinburgh, passed away on February 5, 2023. NFS was a prominent figure among applied mathematicians who worked on nonlinear wave theory in a broad range of areas. Throughout his academic career, which spanned nearly forty years, NFS developed mathematical models, ideas, and techniques that have had a large impact on the understanding of wave motion in diverse media. His major research emphasis primarily involved the propagation of solitary waves, or solitons, and dispersive shock waves, or undular bores, in various media, including optical fibers, liquid crystals, shallow waters and atmosphere. Several approaches he developed have proven effective in analyzing the dynamics and modulations of related wave phenomena. This tribute in the journal of Wave Motion aims to provide a brief biographical sketch of NFS, discuss his major research achievements, showcase his scientific competence, untiring mentorship and unwavering dedication, as well as share final thoughts from his former students, colleagues, friends, and family. The authors had a special connection with NFS on both on personal and professional levels and hold deep gratitude for him and his invaluable work. In recognition of his achievements in applied mathematics, Wave Motion hosts a Special Issue entitled ""Modelling Nonlinear Wave Phenomena: From Theory to Applications,"" which presents the recent advancements in this field.","Fri, 2 Feb 2024 11:36:20 UTC (17,753 KB)"
"80","YOLinO++: Single-Shot Estimation of Generic Polylines for Mapless Automated Diving","Annika Meyer, Christoph Stiller","Computer Vision and Pattern Recognition (cs.CV)","In automated driving, highly accurate maps are commonly used to support and complement perception. These maps are costly to create and quickly become outdated as the traffic world is permanently changing. In order to support or replace the map of an automated system with detections from sensor data, a perception module must be able to detect the map features. We propose a neural network that follows the one shot philosophy of YOLO but is designed for detection of 1D structures in images, such as lane boundaries. We extend previous ideas by a midpoint based line representation and anchor definitions. This representation can be used to describe lane borders, markings, but also implicit features such as centerlines of lanes. The broad applicability of the approach is shown with the detection performance on lane centerlines, lane borders as well as the markings both on highways and in urban areas. Versatile lane boundaries are detected and can be inherently classified as dashed or solid lines, curb, road boundaries, or implicit delimitation.","Thu, 1 Feb 2024 20:10:01 UTC (17,775 KB)"
"81","Comment on: Was Ada Lovelace Actually the First Programmer?","Thomas Misa","History and Philosophy of Physics (physics.hist-ph)","Comment on Herbert Bruderer's recent CACM contribution, providing additional citations to recent publications on Ada Lovelace and suggesting a correction to his conclusions.","Tue, 3 Oct 2023 18:23:38 UTC (318 KB)"
"82","Quantum Nonlocality: how does Nature do it?","Marian Kupczynski","Quantum Physics (quant-ph)","In his article in Science, Nicolas Gisin claimed that quantum correlations emerge from outside space time. We explain that they are due to space time symmetries. This paper is a critical review of metaphysical conclusions found in many recent articles. It advocates the importance of contextuality, Einstein causality and global symmetries. Bell tests allow only rejecting probabilistic coupling provided by a local hidden variable model, but they do not justify metaphysical speculations about quantum nonlocality and objects which know about each other state, even when separated by large distances. The violation of Bell inequalities in physics and in cognitive science can be explained using the notion of Bohr contextuality. If contextual variables, describing varying experimental contexts, are correctly incorporated into a probabilistic model, then the Bell and CHSH inequalities cannot be proven and nonlocal correlations may be explained in an intuitive way. We also elucidate the meaning of statistical independence assumption incorrectly called free choice, measurement independence or no conspiracy. Since correlation does not imply causation, the violation of statistical independence should be called contextuality and it does not restrict the experimenter freedom of choice. Therefore, contrary to what is believed, closing the freedom of choice loophole does not close the contextuality loophole.","Thu, 1 Feb 2024 16:16:10 UTC (795 KB)[v2] Tue, 27 Feb 2024 23:00:20 UTC (899 KB)"
"83","The Smoke of Zaanen","Philip W. Phillips","History and Philosophy of Physics (physics.hist-ph)","Theoretical physics suffered a major loss with the death of my dear friend Jan Zaanen on January 18. This note is my remembrance of him.","Wed, 31 Jan 2024 16:03:38 UTC (1,689 KB)"
"84","The development of the concept of exchange forces in the 1930s: close encounters between Europe and Japan and the birth of nuclear theory","Marco Di Mauro, Salvatore Esposito, Adele Naddeo","History and Philosophy of Physics (physics.hist-ph)","The onset and the development of the concept of exchange force in quantum physics are historically reconstructed, starting from Heisenberg's seminal contributions in 1926 and going through the great developments in nuclear physics, which allowed the emergence of the idea of force mediating virtual quanta. Although most of such work was performed in Europe, the last and decisive effort in this long path was carried out by Japanese scientists in the 1930s. This is the main focus of the present work, which retraces the achievements of Yukawa and Tomonaga, whose results and mutual interactions are carefully analyzed and related to those of European physicists.","Wed, 31 Jan 2024 21:42:12 UTC (61 KB)"
"85","I Think, Therefore I am: Benchmarking Awareness of Large Language Models Using AwareBench","Yuan Li, Yue Huang, Yuli Lin, Siyuan Wu, Yao Wan, Lichao Sun","Computation and Language (cs.CL)","Do large language models (LLMs) exhibit any forms of awareness similar to humans? In this paper, we introduce AwareBench, a benchmark designed to evaluate awareness in LLMs. Drawing from theories in psychology and philosophy, we define awareness in LLMs as the ability to understand themselves as AI models and to exhibit social intelligence. Subsequently, we categorize awareness in LLMs into five dimensions, including capability, mission, emotion, culture, and perspective. Based on this taxonomy, we create a dataset called AwareEval, which contains binary, multiple-choice, and open-ended questions to assess LLMs' understandings of specific awareness dimensions. Our experiments, conducted on 13 LLMs, reveal that the majority of them struggle to fully recognize their capabilities and missions while demonstrating decent social intelligence. We conclude by connecting awareness of LLMs with AI alignment and safety, emphasizing its significance to the trustworthy and ethical development of LLMs. Our dataset and code are available at this https URL.","Wed, 31 Jan 2024 14:41:23 UTC (224 KB)[v2] Fri, 16 Feb 2024 09:47:38 UTC (1,042 KB)"
"86","Tracing quantum correlations back to collective interferences","Ming Ji, Jonte R. Hance, Holger F. Hofmann","Quantum Physics (quant-ph)","In this paper, we investigate the possibility of explaining nonclassical correlations between two quantum systems in terms of quantum interferences between collective states of the two systems. We achieve this by mapping the relations between different measurement contexts in the product Hilbert space of a pair of two-level systems onto an analogous sequence of interferences between paths in a single-particle interferometer. The paradoxical relations between different measurement outcomes can then be traced to the distribution of probability currents in the interferometer. We show that the relation between probability currents and correlations can be represented by continuous conditional (quasi)probability currents through the interferometer, given by weak values; the violation of the noncontextual assumption is expressed by negative conditional currents in some of the paths. Since negative conditional currents correspond to the assignment of negative conditional probabilities to measurements results in different measurement contexts, the necessity of such negative probability currents represents a failure of noncontextual local realism. Our results help to explain the meaning of nonlocal correlations in quantum mechanics, and support Feynman's claim that interference is the origin of all quantum phenomena.","Tue, 30 Jan 2024 06:15:53 UTC (170 KB)"
"87","The physicists philosophy of physics","P. J. E. Peebles","History and Philosophy of Physics (physics.hist-ph)","I argue that research in physics operates under an implicit community philosophy, and I offer a definition I think physicists would accept, by and large. I compare this definition to what philosophers, sociologists, and historians of science, with physicists, say we are doing.","Mon, 29 Jan 2024 19:24:38 UTC (41 KB)"
"88","Robustness and the Event Horizon Telescope: the case of the first image of M87*","Juliusz Doboszewski, Jamee Elder","History and Philosophy of Physics (physics.hist-ph)","We examine the justification for taking the Event Horizon Telescope's famous 2019 image to be a reliable representation of the region surrounding a black hole. We argue that it takes the form of a robustness argument, with the resulting image being robust across variation in a range of data-analysis pipelines. We clarify the sense of ""robustness"" operating here and show how it can account for the reliability of astrophysical inferences, even in cases -- like the EHT -- where these inferences are based on experiments that are (for all practical purposes) unique. This has consequences far beyond the 2019 image.","Mon, 29 Jan 2024 17:26:48 UTC (55 KB)"
"89","The Combination Problem for Relational Quantum Mechanics","Emily Adlam","Quantum Physics (quant-ph)","This article uses the existing literature on the panpsychist combination problem as a starting point to think about how to address a structurally similar combination problem in relational quantum mechanics. I note some similarities and differences between the two problems, and I consider various proposed solutions to the panpsychist problem, assessing the prospects for a similar solution in the context of RQM. I argue that overall the prospects for solving RQM's combination problem look better for RQM with cross-perspective links than for orthodox versions of RQM.","Sun, 28 Jan 2024 22:40:16 UTC (23 KB)"
"90","Pannekoek's Galaxy","Pieter C. van der Kruit","History and Philosophy of Physics (physics.hist-ph)","Antonie (Anton) Pannekoek (1873-1960) is remembered as one of the initiators of the field of stellar atmospheres. A second part of his research concerned Galactic astronomy. He was convinced that the sidereal system was built up of clouds of stars in a smooth, low-density stratum. In addition there were dark clouds together with streaks with little or no extinction in between. Pannekoek looked at bright star clouds and estimated their distance from their contribution to star counts. He found values of tens of kpc, which would mean their distribution was similar in extent to that of Shapleys globular cluster system. Later he had to reduce his distance by a factor over two, and later still retract the method. He developed a rigorous method of estimating distances of dark clouds from modeling star counts off and on the cloud, preceding Wolf's quick and dirty method. He should have received more credit for this. He started isophotal maps of the northern and southern Milky Way, first from visual observations, later from photographic surface photometry using out-of-focus exposures. I compare Pannekoeks maps with detailed photographic surface photometry of the south by the group in Bochum and to the almost all-sky mapping by the Pioneer 10 spacecraft, free of zodiacal light, from beyond the asteroid belt. This shows Panneloeks maps to be surprisingly accurate. The legacy of Pannekoek in the area of Galactic research consists of his mapping of the structure of the nearby part of the Galaxy, the distances of dark clouds, and isophotal maps of the Milky Way. His other contributions turned out inconclusive or wrong as a result of his conviction, resulting from his many years of observing and mapping the Milky Way, that the nearby distribution is characterized primarily by more or less isolated clouds of stars and by dust restricted to isolated dark clouds and streaks.","Sat, 27 Jan 2024 22:35:29 UTC (654 KB)"
"91","En Route to Reduction: Lorentzian Manifolds and Causal Sets","Jeremy Butterfield","History and Philosophy of Physics (physics.hist-ph)","I present aspects of causal set theory (a research programme in quantum gravity) as being en route to achieving a reduction of Lorentzian geometry to causal sets. I take reduction in philosophers' sense; and I argue that the prospects are good for there being a reduction of the type envisaged by Nagel. (I also discuss the prospects for the stronger functionalist variant of Nagelian reduction, that was formulated by Lewis.) One main theme will be causal set theory's use of a physical scale (viz. the Planck scale) to formulate how it recovers a Lorentzian manifold. This use illustrates various philosophical topics relevant to reduction, such as limiting relations between theories, and the role of analogy. I also emphasise causal set theory's probabilistic method, viz. Poisson sprinkling: which is used both for formulating the reduction and for exploring its prospects.","Sat, 27 Jan 2024 18:12:23 UTC (45 KB)"
"92","Distributionally Robust Optimization and Robust Statistics","Jose Blanchet, Jiajin Li, Sirui Lin, Xuhui Zhang","Methodology (stat.ME)","We review distributionally robust optimization (DRO), a principled approach for constructing statistical estimators that hedge against the impact of deviations in the expected loss between the training and deployment environments. Many well-known estimators in statistics and machine learning (e.g. AdaBoost, LASSO, ridge regression, dropout training, etc.) are distributionally robust in a precise sense. We hope that by discussing the DRO interpretation of well-known estimators, statisticians who may not be too familiar with DRO may find a way to access the DRO literature through the bridge between classical results and their DRO equivalent formulation. On the other hand, the topic of robustness in statistics has a rich tradition associated with removing the impact of contamination. Thus, another objective of this paper is to clarify the difference between DRO and classical statistical robustness. As we will see, these are two fundamentally different philosophies leading to completely different types of estimators. In DRO, the statistician hedges against an environment shift that occurs after the decision is made; thus DRO estimators tend to be pessimistic in an adversarial setting, leading to a min-max type formulation. In classical robust statistics, the statistician seeks to correct contamination that occurred before a decision is made; thus robust statistical estimators tend to be optimistic leading to a min-min type formulation.","Fri, 26 Jan 2024 05:28:17 UTC (701 KB)"
"93","Deconstructing Denoising Diffusion Models for Self-Supervised Learning","Xinlei Chen, Zhuang Liu, Saining Xie, Kaiming He","Computer Vision and Pattern Recognition (cs.CV)","In this study, we examine the representation learning abilities of Denoising Diffusion Models (DDM) that were originally purposed for image generation. Our philosophy is to deconstruct a DDM, gradually transforming it into a classical Denoising Autoencoder (DAE). This deconstructive procedure allows us to explore how various components of modern DDMs influence self-supervised representation learning. We observe that only a very few modern components are critical for learning good representations, while many others are nonessential. Our study ultimately arrives at an approach that is highly simplified and to a large extent resembles a classical DAE. We hope our study will rekindle interest in a family of classical methods within the realm of modern self-supervised learning.","Thu, 25 Jan 2024 18:59:57 UTC (8,316 KB)"
"94","200 Years of the Navier-Stokes Equation","Sylvio R. Bistafa","History and Philosophy of Physics (physics.hist-ph)","The year 2022 marked the 200th anniversary of the first appearance of the Navier-Stokes equation, a landmark in Fluid Dynamics introduced by Claude-Louis Navier in 1822. This equation revolutionized the understanding of fluid motion by incorporating viscosity and friction into the equations, expanding their applicability beyond idealized fluids. In this manuscript, we explore the historical development of the Navier-Stokes equation and its profound impact on Fluid Dynamics over the past two centuries. From Navier's initial insights to George Stokes' experimental validations and subsequent contributions by other scientists, we trace the evolution of this equation. We also delve into its practical applications, including its role in the development of Computational Fluid Dynamics. The Navier-Stokes equation has played a pivotal role in advancing our understanding of fluid behavior, making it a cornerstone of modern science and engineering.","Sat, 14 Oct 2023 17:11:29 UTC (421 KB)"
"95","Quantum collapse as undecidable proposition in an Everettian multiverse","Fabrizio Tamburini, Ignazio Licata","Quantum Physics (quant-ph)","Our representation of the Universe is built with sequences of symbols, numbers, operators, rules and undecidable propositions defining our mathematical truths, represented either by classical, quantum and probabilistic Turing Machines containing intrinsic randomness. Each representation is at all effects a physical subset of the Universe, a metastructure of events in space and time, which actively participate to the evolution of the Universe as we are internal observers. The evolution is a deterministic sequence of local events, quantum measurements, originated from the local wavefunction collapse of the complementary set of the observers that generate the local events in the Universe. With these assumptions, the Universe and its evolution are described in terms of a semantically closed structure without a global object-environment loss of decoherence as a von Neumann's universal constructor with a semantical abstract whose structure cannot be decided deterministically a-priori from an internal observer. In a semantically closed structure the realization of a specific event writing the semantical abstract of the constructor is a problem that finds a ""which way"" for the evolution of the Universe in terms of a choice of the constructor's state in a metastructure, the many-world Everett scenario from the specific result of a quantum measurement, a classical Gödel undecidable proposition for an internal observer, exposing the limits of our description and possible simulation of the Universe.","Wed, 24 Jan 2024 10:01:14 UTC (43 KB)"
"96","Joseph Wolstenholme and the Trigonometry of Tetrahedra","Daniil Rudenko","History and Philosophy of Physics (physics.hist-ph)","We describe the results in the trigonometry of tetrahedra obtained by Joseph Wolstenholme in the last few years of his life. 'The late Professor Wolstenholme, M.A., Sc.D., shortly before his death, handed to me a scrap of paper, on which he had hastily scratched the following equation in tetrahedra, saying he had proved it ...' (Richardson, 1897).","Wed, 24 Jan 2024 02:17:29 UTC (4,807 KB)"
"97","Conservation Principles in AQUAL","Clara Bradley, James Owen Weatherall","History and Philosophy of Physics (physics.hist-ph)","We consider conservation of momentum in AQUAL, a field-theoretic extension to Modified Newtonian Dynamics (MOND). We show that while there is a sense in which momentum is conserved, it is only if momentum is attributed to the gravitational field, and thus Newton's third law fails as usually understood. We contrast this situation with that of Newtonian gravitation on a field theoretic formulation. We then briefly discuss the situation in TeVeS, a relativistic theory that has AQUAL as a classical limit.","Tue, 23 Jan 2024 06:18:43 UTC (9 KB)[v2] Tue, 30 Jan 2024 03:54:19 UTC (1 KB) (withdrawn)"
"98","AI, insurance, discrimination and unfair differentiation. An overview and research agenda","Marvin S. L. van Bekkum, Frederik J. Zuiderveen Borgesius","Computers and Society (cs.CY)","Insurers increasingly use AI. We distinguish two situations in which insurers use AI: (i) data-intensive underwriting, and (ii) behaviour-based insurance. (i) First, insurers can use AI for data analysis to assess risks: data-intensive underwriting. Underwriting is, in short, calculating risks and amending the insurance premium accordingly. (ii) Second, insurers can use AI to monitor the behaviour of consumers in real-time: behaviour-based insurance. For example, some car insurers give a discount if a consumer agrees to being tracked by the insurer and drives safely. While the two trends bring many advantages, they may also have discriminatory effects. This paper focuses on the following question. Which discrimination-related effects may occur if insurers use data-intensive underwriting and behaviour-based insurance? We focus on two types of discrimination-related effects: discrimination and other unfair differentiation. (i) Discrimination harms certain groups who are protected by non-discrimination law, for instance people with certain ethnicities. (ii) Unfair differentiation does not harm groups that are protected by non-discrimination law, but it does seem unfair. We introduce four factors to consider when assessing the fairness of insurance practices. The paper builds on literature from various disciplines including law, philosophy, and computer science.","Mon, 22 Jan 2024 12:39:36 UTC (429 KB)"
"99","Introduction to the second edition of ""The Supersymmetric World''","M. Shifman","History and Philosophy of Physics (physics.hist-ph)","The first Edition of this book was released in 2000, just before the symposium ``Thirty Years of Supersymmetry'' was held at the William I. Fine Theoretical Physics Institute (FTPI) of the University of Minnesota. Founders and trailblazers of supersymmetry descended on FTPI, as well as a large crowd of younger theorists deeply involved in research in this area. Since then 23 years have elapsed and significant changes happened in supersymmetry (SUSY). Its history definitely needs an update. Such an update is presented below. The Second Edition of the revised collection will be released in 2024.","Fri, 19 Jan 2024 20:58:14 UTC (1,991 KB)"
"100","Biography of the French astronomer Henri Camichel","Emmanuel Davoust","History and Philosophy of Physics (physics.hist-ph)","Henri Camichel was an astronomer at Pic du Midi Observatory, where he contributed to the study of planets of the solar system and their satellites with Audouin Dollfus and his team. In 1961, with Charles Boyer, he found that the upper atmosphere of Venus had a counter-clockwise rotation of four days, which was later confirmed by space probes, as were the team's accurate measurements of the diameters of planets. He was also an instrumentalist, and contributed to the maintenance and development of the telescopes, notably the 2-meter telescope and focal instruments at Pic du Midi Observatory.","Thu, 12 Oct 2023 14:40:47 UTC (845 KB)"
"101","Verification and Enforcement of Strong State-Based Opacity for Discrete-Event Systems","Xiaoguang Han, Kuize Zhang, Zhiwu Li","Formal Languages and Automata Theory (cs.FL)","In this paper, we investigate the verification and enforcement of strong state-based opacity (SBO) in discrete-event systems modeled as partially-observed (nondeterministic) finite-state automata, including strong K-step opacity (K-SSO), strong current-state opacity (SCSO), strong initial-state opacity (SISO), and strong infinite-step opacity (Inf-SSO). They are stronger versions of four widely-studied standard opacity notions, respectively. We firstly propose a new notion of K-SSO, and then we construct a concurrent-composition structure that is a variant of our previously-proposed one to verify it. Based on this structure, a verification algorithm for the proposed notion of K-SSO is designed. Also, an upper bound on K in the proposed K-SSO is derived. Secondly, we propose a distinctive opacity-enforcement mechanism that has better scalability than the existing ones (such as supervisory control). The basic philosophy of this new mechanism is choosing a subset of controllable transitions to disable before an original system starts to run in order to cut off all its runs that violate a notion of strong SBO of interest. Accordingly, the algorithms for enforcing the above-mentioned four notions of strong SBO are designed using the proposed two concurrent-composition structures. In particular, the designed algorithm for enforcing Inf-SSO has lower time complexity than the existing one in the literature, and does not depend on any assumption. Finally, we illustrate the applications of the designed algorithms using examples.","Thu, 18 Jan 2024 20:13:02 UTC (29 KB)"
"102","Stolzenberg's ""The Holy Office in The Republic of Letters"" Revisited: On an Astronomical Diagram and Whether the Papacy Tacitly Permitted the Circulation of an Explicitly Copernican Book in 1660","Christopher M. Graney","History and Philosophy of Physics (physics.hist-ph)","Did the papacy tacitly permit the circulation of an explicitly Copernican book in 1660? One scholar has recently argued that it did. A close analysis of a unique illustration from that book, Andreas Cellarius's atlas Harmonia Macrocosmica, illuminates this argument. This is because the illustration, a diagram showing the relative sizes of the sun, moon, planets, and stars, was among the material reviewed (at the request of the book's publisher) by the Holy Office prior to the book's publication and was pro-Copernican.","Thu, 18 Jan 2024 19:32:25 UTC (1,543 KB)"
"103","Exact Real Search: Formalised Optimisation and Regression in Constructive Univalent Mathematics","Todd Waugh Ambridge","Logic in Computer Science (cs.LO)","The real numbers are important in both mathematics and computation theory. Computationally, real numbers can be represented in several ways; most commonly using inexact floating-point data-types, but also using exact arbitrary-precision data-types which satisfy the expected mathematical properties of the reals. This thesis is concerned with formalising properties of certain types for exact real arithmetic, as well as utilising them computationally for the purposes of search, optimisation and regression. We develop, in a constructive and univalent type-theoretic foundation of mathematics, a formalised framework for performing search, optimisation and regression on a wide class of types. This framework utilises Martín Escardó's prior work on searchable types, along with a convenient version of ultrametric spaces -- which we call closeness spaces -- in order to consistently search certain infinite types using the functional programming language and proof assistant Agda. We formally define and prove the convergence properties of type-theoretic variants of global optimisation and parametric regression, problems related to search from the literature of analysis. As we work in a constructive setting, these convergence theorems yield computational algorithms for correct optimisation and regression on the types of our framework. Importantly, we can instantiate our framework on data-types from the literature of exact real arithmetic, allowing us to perform our variants of search, optimisation and regression on ternary signed-digit encodings of the real numbers, as well as a simplified version of Hans-J. Boehm's functional encodings of real numbers. Furthermore, we contribute to the extensive work on ternary signed-digits by formally verifying the definition of certain exact real arithmetic operations using the Escardó-Simpson interval object specification of compact intervals.","Wed, 17 Jan 2024 15:18:28 UTC (174 KB)"
"104","Concept Alignment","Sunayana Rane, Polyphony J. Bruna, Ilia Sucholutsky, Christopher Kello, Thomas L. Griffiths","Machine Learning (cs.LG)","Discussion of AI alignment (alignment between humans and AI systems) has focused on value alignment, broadly referring to creating AI systems that share human values. We argue that before we can even attempt to align values, it is imperative that AI systems and humans align the concepts they use to understand the world. We integrate ideas from philosophy, cognitive science, and deep learning to explain the need for concept alignment, not just value alignment, between humans and machines. We summarize existing accounts of how humans and machines currently learn concepts, and we outline opportunities and challenges in the path towards shared concepts. Finally, we explain how we can leverage the tools already being developed in cognitive science and AI research to accelerate progress towards concept alignment.","Tue, 9 Jan 2024 23:32:18 UTC (29 KB)"
